Date:,25-Sep-14,ACTUAL,,Date:,25-Sep-14,ACTUAL,,,,,,,,
break ,30,13:20:00,,lunch,60,12:50:00,,,,,,,,
program,10,13:50:00,,churn,15,13:50:00,,,,,,,,
churn,15,14:00:00,,work,45,14:05:00,,,,,,,,
work,75,14:15:00,,break,30,14:50:00,,,,,,,,
program,25,15:30:00,,work,45,15:20:00,,,,,,,,
churn,5,15:55:00,,Break,30,16:05:00,,,,,,,,
meeting,30,16:00:00,,work,50,16:35:00,,,,,,,,
churn,10,16:30:00,,plan,10,17:25:00,,,,,,,,
work,45,16:40:00,,Go Home!,,17:35:00,,,,,,,,
plan,5,17:25:00,,,,,,,,,,,,
Go Home!,,17:30:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,13-Jan-14,ACTUAL,,Date:,13-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
program,5,10:20:00,,work,25,9:45:00,,,,,,,,
churn,15,10:25:00,,program,10,10:10:00,,,,,,,,
work,15,10:40:00,,churn,10,10:20:00,,,,,,,,
program,35,10:55:00,,meeting,60,10:30:00,,,,,,,,
churn,15,11:30:00,,program,50,11:30:00,,,,,,,,
program,25,11:45:00,,lunch,60,12:20:00,,,,,,,,
lunch,45,12:10:00,,work,30,13:20:00,,,,,,,,
work,5,12:55:00,,churn,15,13:50:00,,,,,,,,
break,20,13:00:00,,break,15,14:05:00,,,,,,,,
work,85,13:20:00,,work,45,14:20:00,,,,,,,,
break,285,14:45:00,,break,15,15:05:00,,,,,,,,
Go Home!,,19:30:00,,work,45,15:20:00,,,,,,,,
,,,,Break,15,16:05:00,,,,,,,,
,,,,work,50,16:20:00,,,,,,,,
,,,,plan,10,17:10:00,,,,,,,,
,,,,Go Home!,,17:20:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,9-Jan-14,Actual,,Date:,9-Jan-14,Plan,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
work,30,9:35:00,,work,30,10:00:00,,,,,,,,
churn,20,10:05:00,,churn,20,10:30:00,,,,,,,,
Break,25,10:25:00,,Break,25,10:50:00,,,,,,,,
program,10,10:50:00,,work,30,11:15:00,,,,,,,,
work,35,11:00:00,,Lunch,60,11:45:00,,,,,,,,
video games,30,11:35:00,,churn,10,12:45:00,,,,,,,,
lunch,25,12:05:00,,work,45,12:55:00,,,,,,,,
exercise,60,12:30:00,,break,20,13:40:00,,,,,,,,
program,15,13:30:00,,program,30,14:00:00,,,,,,,,
work,45,13:45:00,,meeting,50,14:30:00,,,,,,,,
video games,25,14:30:00,,Break,30,15:20:00,,,,,,,,
program,5,14:55:00,,work,30,15:50:00,,,,,,,,
meeting,45,15:00:00,,exercise,20,16:20:00,,,,,,,,
Break,0,15:45:00,,plan,30,16:40:00,,,,,,,,
work,50,15:45:00,,Go Home!,,17:10:00,,,,,,,,
plan,5,16:35:00,,,,,,,,,,,,
Go Home!,,16:40:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,8-Jan-14,Actual,,Date:,8-Jan-14,Plan,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
program,5,10:10:00,,program,50,9:35:00,,,,,,,,
work,15,10:15:00,,churn,15,10:25:00,,,,,,,,
break,25,10:30:00,,work,30,10:40:00,,,,,,,,
program,55,10:55:00,,break,20,11:10:00,,,,,,,,
work,10,11:50:00,,work,30,11:30:00,,,,,,,,
break,10,12:00:00,,lunch,60,12:00:00,,,,,,,,
lunch,60,12:10:00,,churn,15,13:00:00,,,,,,,,
break,45,13:10:00,,work,60,13:15:00,,,,,,,,
work ,55,13:55:00,,break,30,14:15:00,,,,,,,,
break,50,14:50:00,,work,35,14:45:00,,,,,,,,
program,40,15:40:00,,churn,15,15:20:00,,,,,,,,
work,10,16:20:00,,break,20,15:35:00,,,,,,,,
program,60,16:30:00,,work,65,15:55:00,,,,,,,,
Go Home!,,17:30:00,,meditate,20,17:00:00,,,,,,,,
,,,,Go away,,17:20:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,7-Jan-14,ACTUAL,,Date:,7-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
program,5,1:20:00,,program,5,1:20:00,,,,,,,,
churn,15,1:25:00,,churn,15,1:25:00,,,,,,,,
work,30,1:40:00,,work,30,1:40:00,,,,,,,,
break,15,2:10:00,,break,15,2:10:00,,,,,,,,
program,35,2:25:00,,program,35,2:25:00,,,,,,,,
work,45,3:00:00,,work,60,3:00:00,,,,,,,,
churn,5,3:45:00,,meeting,40,4:00:00,,,,,,,,
program,10,3:50:00,,plan,20,4:40:00,,,,,,,,
meeting,40,4:00:00,,Next Right Thing?,,5:00:00,,,,,,,,
work,15,4:40:00,,,,,,,,,,,,
break,35,4:55:00,,,,,,,,,,,,
Go Home!,,5:30:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,6-Jan-14,ACTUAL,,Date:,6-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
program calls,35,10:15:00,,program,45,10:15:00,,,,,,,,
plan,15,10:50:00,,churn,10,11:00:00,,,,,,,,
program,15,11:05:00,,work,30,11:10:00,,,,,,,,
work,30,11:20:00,,break,15,11:40:00,,,,,,,,
break,15,11:50:00,,work,50,11:55:00,,,,,,,,
work,60,12:05:00,,lunch,60,12:45:00,,,,,,,,
lunch,60,13:05:00,,work,75,13:45:00,,,,,,,,
churn,15,14:05:00,,break,30,15:00:00,,,,,,,,
work,75,14:20:00,,work,75,15:30:00,,,,,,,,
break,35,15:35:00,,break,30,16:45:00,,,,,,,,
churn,15,16:10:00,,work,60,17:15:00,,,,,,,,
work,90,16:25:00,,Go Home!,,18:15:00,,,,,,,,
plan,10,17:55:00,,,,,,,,,,,,
Go away,,18:05:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,3-Jan-14,ACTUAL,,,,,,,,,,,,
Activity,Duration (in min),Start Time,,,,,,,,,,,,
program,75,9:30:00,,,,,,,,,,,,
work,75,10:45:00,,,,,,,,,,,,
churn,10,12:00:00,,,,,,,,,,,,
lunch,80,12:10:00,,,,,,,,,,,,
churn,10,13:30:00,,,,,,,,,,,,
work,10,13:40:00,,,,,,,,,,,,
wikipedia,60,13:50:00,,,,,,,,,,,,
work,30,14:50:00,,,,,,,,,,,,
program,15,15:20:00,,,,,,,,,,,,
talk to bill,35,15:35:00,,,,,,,,,,,,
work,10,16:10:00,,,,,,,,,,,,
phone,20,16:20:00,,,,,,,,,,,,
work,,16:40:00,,,,,,,,,,,,
Go Home!,,16:40:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,2-Jan-14,ACTUAL,,,,,,,,,,,,
Activity,Duration (in min),Start Time,,,,,,,,,,,,
churn,10,6:45:00,,,,,,,,,,,,
program,50,6:55:00,,,,,,,,,,,,
work,30,7:45:00,,,,,,,,,,,,
break,5,8:15:00,,,,,,,,,,,,
work,25,8:20:00,,,,,,,,,,,,
program,100,8:45:00,,,,,,,,,,,,
work,15,10:25:00,,,,,,,,,,,,
HCC appt,35,10:40:00,,,,,,,,,,,,
lunch,50,11:15:00,,,,,,,,,,,,
work,20,12:05:00,,,,,,,,,,,,
nap,40,12:25:00,,,,,,,,,,,,
work,115,13:05:00,,,,,,,,,,,,
meeting,70,15:00:00,,,,,,,,,,,,
work,15,16:10:00,,,,,,,,,,,,
Go Home!,,16:25:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,20-Dec-13,ACTUAL,,Date:,20-Dec,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
churn,10,10:40:00,,churn,30,10:30:00,,,,,,,,
program,20,10:50:00,,work,25,11:00:00,,,,,,,,
work,40,11:10:00,,program,45,11:25:00,,,,,,,,
meditate,25,11:50:00,,work,35,12:10:00,,,,,,,,
work,15,12:15:00,,Lunch,60,12:45:00,,,,,,,,
churn,10,12:30:00,,work,45,13:45:00,,,,,,,,
lunch,100,12:40:00,,Gym,60,14:30:00,,,,,,,,
program,45,14:20:00,,work,30,15:30:00,,,,,,,,
work help libo,20,15:05:00,,Break,30,16:00:00,,,,,,,,
program,70,15:25:00,,work,30,16:30:00,,,,,,,,
montessori research,35,16:35:00,,Plan & Meditate,45,17:00:00,,,,,,,,
go home ,,17:10:00,,Go Home!,,17:45:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,19-Dec-13,ACTUAL,,,,,,,,,,,,
Activity,Duration (in min),Start Time,,,,,,,,,,,,
"churn (plan, prog)",45,10:00:00,,,,,,,,,,,,
work,25,10:45:00,,,,,,,,,,,,
program,60,11:10:00,,,,,,,,,,,,
churn,10,12:10:00,,,,,,,,,,,,
lunch,45,12:20:00,,,,,,,,,,,,
play with ari,40,13:05:00,,,,,,,,,,,,
work,55,13:45:00,,,,,,,,,,,,
break,20,14:40:00,,,,,,,,,,,,
meeting,80,15:00:00,,,,,,,,,,,,
program,50,16:20:00,,,,,,,,,,,,
work,15,17:10:00,,,,,,,,,,,,
plan,5,17:25:00,,,,,,,,,,,,
break,20,17:30:00,,,,,,,,,,,,
phones research,25,17:50:00,,,,,,,,,,,,
work,10,18:15:00,,,,,,,,,,,,
Leave for meeting,,18:25:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,11-Dec-13,ACTUAL,,,,,,,,,,,,
Activity,Duration (in min),Start Time,,,,,,,,,,,,
get to work,90,8:30:00,,,,,,,,,,,,
Churn,30,10:00:00,,,,,,,,,,,,
work,60,10:30:00,,,,,,,,,,,,
holiday lunch,120,11:30:00,,,,,,,,,,,,
work,60,13:30:00,,,,,,,,,,,,
read,45,14:30:00,,,,,,,,,,,,
work,60,15:15:00,,,,,,,,,,,,
Go Home!,,16:15:00,,,,,,,,,,,,
